  
       XFOIL         Version 6.99
  
 Calculated polar for: windex1200 originalprofil                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.7829   0.01617   0.01021  -0.1993   0.6991   0.6476
  -4.500   0.8248   0.01700   0.01105  -0.1963   0.6908   0.6566
  -4.000   0.8907   0.01715   0.01106  -0.1980   0.6844   0.6678
  -3.500   0.9476   0.01757   0.01139  -0.1986   0.6770   0.6801
  -3.000   1.0017   0.01788   0.01168  -0.1983   0.6696   0.6877
  -2.500   1.0698   0.01810   0.01180  -0.2010   0.6632   0.6977
  -2.000   1.1133   0.01864   0.01237  -0.1993   0.6553   0.7072
  -1.500   1.1822   0.01876   0.01243  -0.2021   0.6492   0.7152
  -1.000   1.2281   0.01934   0.01306  -0.2011   0.6425   0.7247
  -0.500   1.2810   0.01969   0.01344  -0.2011   0.6356   0.7334
   0.000   1.3563   0.01986   0.01358  -0.2053   0.6304   0.7413
   0.500   1.3838   0.02056   0.01443  -0.2010   0.6229   0.7498
   1.000   1.4424   0.02077   0.01469  -0.2021   0.6167   0.7581
   1.500   1.4853   0.02128   0.01529  -0.2006   0.6092   0.7660
   2.000   1.5233   0.02155   0.01563  -0.1979   0.5996   0.7720
   2.500   1.5462   0.02218   0.01639  -0.1929   0.5890   0.7782
   3.000   1.5980   0.02225   0.01647  -0.1926   0.5802   0.7841
   3.500   1.6080   0.02315   0.01759  -0.1856   0.5687   0.7886
   4.000   1.6221   0.02401   0.01856  -0.1792   0.5538   0.7927
   4.500   1.6324   0.02501   0.01962  -0.1724   0.5347   0.7969
   5.000   1.6540   0.02604   0.02067  -0.1676   0.5152   0.8003
   5.500   1.6734   0.02758   0.02232  -0.1627   0.4945   0.8041
   6.000   1.6920   0.02934   0.02416  -0.1579   0.4700   0.8074
   6.500   1.7017   0.03181   0.02669  -0.1521   0.4369   0.8097
   7.000   1.6959   0.03557   0.03030  -0.1448   0.3849   0.8126
   7.500   1.6682   0.04174   0.03616  -0.1362   0.3174   0.8146
   8.000   1.6263   0.05052   0.04465  -0.1286   0.2505   0.8158
   8.500   1.5836   0.06091   0.05472  -0.1235   0.1843   0.8167
   9.000   1.5491   0.07103   0.06454  -0.1202   0.1242   0.8178
   9.500   1.5204   0.08092   0.07413  -0.1180   0.0726   0.8192
  10.000   1.5062   0.08944   0.08254  -0.1167   0.0476   0.8208
  10.500   1.4983   0.09739   0.09055  -0.1161   0.0408   0.8221
  11.000   1.5038   0.10356   0.09693  -0.1158   0.0380   0.8234
  11.500   1.5079   0.10990   0.10344  -0.1158   0.0357   0.8247
  12.000   1.5105   0.11630   0.10996  -0.1160   0.0339   0.8267
  12.500   1.5159   0.12184   0.11559  -0.1158   0.0323   0.8288
  13.000   1.5307   0.12621   0.12013  -0.1158   0.0314   0.8307
  13.500   1.5466   0.13025   0.12435  -0.1159   0.0303   0.8327
  14.000   1.5638   0.13389   0.12816  -0.1158   0.0293   0.8348
  14.500   1.5819   0.13724   0.13167  -0.1157   0.0285   0.8372
  15.000   1.6001   0.14046   0.13505  -0.1157   0.0277   0.8410
