  
       XFOIL         Version 6.99
  
 Calculated polar for: windex1200 originalprofil                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.1447   0.01217   0.00568  -0.1162   0.6742   0.4509
  -4.500   0.1957   0.01209   0.00632  -0.1151   0.6689   0.6527
  -4.000   0.2521   0.01284   0.00692  -0.1146   0.6635   0.7075
  -3.000   0.3550   0.01458   0.00851  -0.1108   0.6527   0.7476
  -2.500   0.4040   0.01533   0.00925  -0.1087   0.6466   0.7643
  -2.000   0.4518   0.01596   0.00984  -0.1061   0.6414   0.7760
  -1.500   0.5043   0.01621   0.01002  -0.1054   0.6360   0.7858
  -1.000   0.5568   0.01644   0.01022  -0.1050   0.6307   0.7950
  -0.500   0.6120   0.01658   0.01028  -0.1052   0.6259   0.8036
   0.000   0.6655   0.01677   0.01049  -0.1053   0.6202   0.8121
   0.500   0.7202   0.01684   0.01051  -0.1053   0.6160   0.8183
   1.000   0.7725   0.01699   0.01072  -0.1053   0.6101   0.8244
   1.500   0.8340   0.01708   0.01074  -0.1072   0.6061   0.8305
   2.000   0.8835   0.01719   0.01097  -0.1065   0.5997   0.8350
   2.500   0.9419   0.01734   0.01114  -0.1079   0.5946   0.8401
   3.000   0.9962   0.01730   0.01116  -0.1081   0.5889   0.8441
   3.500   1.0521   0.01747   0.01143  -0.1091   0.5823   0.8484
   4.000   1.1098   0.01751   0.01153  -0.1101   0.5769   0.8521
   4.500   1.1651   0.01753   0.01164  -0.1107   0.5707   0.8554
   5.000   1.2183   0.01742   0.01166  -0.1108   0.5626   0.8586
   5.500   1.2736   0.01694   0.01123  -0.1110   0.5522   0.8621
   6.000   1.3195   0.01647   0.01090  -0.1094   0.5371   0.8651
   6.500   1.3650   0.01619   0.01070  -0.1079   0.5204   0.8682
   7.000   1.4077   0.01625   0.01080  -0.1061   0.5008   0.8715
   7.500   1.4435   0.01650   0.01119  -0.1031   0.4804   0.8742
   8.000   1.4663   0.01690   0.01171  -0.0979   0.4553   0.8780
   8.500   1.4843   0.01787   0.01272  -0.0925   0.4201   0.8815
   9.000   1.4842   0.01977   0.01450  -0.0851   0.3707   0.8858
   9.500   1.4635   0.02356   0.01804  -0.0769   0.3122   0.8902
  10.000   1.4294   0.02978   0.02403  -0.0705   0.2518   0.8945
  10.500   1.3955   0.03725   0.03123  -0.0664   0.1933   0.8992
  11.000   1.3686   0.04460   0.03835  -0.0634   0.1424   0.9031
  11.500   1.3439   0.05235   0.04583  -0.0614   0.0945   0.9070
  12.000   1.3260   0.06002   0.05327  -0.0602   0.0575   0.9110
  12.500   1.3211   0.06671   0.05998  -0.0598   0.0476   0.9162
  13.000   1.3188   0.07330   0.06668  -0.0597   0.0432   0.9230
  14.000   1.3235   0.08521   0.07888  -0.0599   0.0381   1.0000
  14.500   1.3351   0.09055   0.08436  -0.0607   0.0364   1.0000
  15.000   1.3481   0.09553   0.08939  -0.0614   0.0349   1.0000
