  
       XFOIL         Version 6.99
  
 Calculated polar for: wxtail                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
 -20.000  -0.7968   0.24246   0.27916   0.0746   1.0000   0.0300   1.0000  54.3006
 -19.800  -0.7899   0.24030   0.27475   0.0732   1.0000   0.0310   1.0000  54.3943
 -19.600  -0.7834   0.23795   0.26985   0.0716   1.0000   0.0325   1.0000  54.5195
 -19.400  -0.7775   0.23532   0.26411   0.0697   1.0000   0.0344   1.0000  54.6867
 -19.200  -0.7773   0.23280   0.25221   0.0647   1.0000   0.0373   1.0000  54.9356
 -19.000  -0.7732   0.23032   0.24512   0.0620   1.0000   0.0377   1.0000  54.9656
 -18.800  -0.7681   0.22742   0.23924   0.0599   1.0000   0.0378   1.0000  54.9771
 -18.600  -0.7631   0.22433   0.23358   0.0580   1.0000   0.0379   1.0000  54.9841
 -18.400  -0.7582   0.22115   0.22804   0.0561   1.0000   0.0379   1.0000  54.9891
 -18.200  -0.7533   0.21788   0.22258   0.0542   1.0000   0.0380   1.0000  54.9929
 -18.000  -0.7485   0.21454   0.21717   0.0524   1.0000   0.0380   1.0000  54.9960
 -17.800  -0.7439   0.21114   0.21181   0.0506   1.0000   0.0380   1.0000  54.9986
 -17.600  -0.7454   0.20420   0.20772   0.0497   1.0000   0.0394   1.0000  55.1031
 -17.400  -0.7367   0.20226   0.20567   0.0494   1.0000   0.0399   1.0000  55.1414
 -17.200  -0.7277   0.20037   0.20343   0.0489   1.0000   0.0405   1.0000  55.1829
 -17.000  -0.7195   0.19833   0.20074   0.0483   1.0000   0.0411   1.0000  55.2295
 -16.800  -0.7123   0.19607   0.19754   0.0473   1.0000   0.0418   1.0000  55.2809
 -16.600  -0.7060   0.19357   0.19390   0.0462   1.0000   0.0426   1.0000  55.3358
 -16.400  -0.7005   0.19084   0.18991   0.0448   1.0000   0.0433   1.0000  55.3924
 -16.200  -0.6957   0.18790   0.18561   0.0433   1.0000   0.0441   1.0000  55.4478
 -16.000  -0.6915   0.18479   0.18113   0.0417   1.0000   0.0449   1.0000  55.5075
 -15.800  -0.6878   0.18155   0.17646   0.0400   1.0000   0.0458   1.0000  55.5753
 -15.600  -0.6851   0.17808   0.17145   0.0381   1.0000   0.0469   1.0000  55.6551
 -15.400  -0.6839   0.17413   0.16560   0.0357   1.0000   0.0483   1.0000  55.7626
 -15.000  -0.6858   0.16510   0.14946   0.0282   1.0000   0.0512   1.0000  55.9739
 -14.800  -0.6851   0.16085   0.14367   0.0258   1.0000   0.0513   1.0000  55.9845
