  
       XFOIL         Version 6.99
  
 Calculated polar for: wxtail                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
 -20.000  -0.4803   0.18470   0.17468  -0.0283   0.8711   0.0400  12.3099  55.9969
 -19.800  -0.4754   0.18159   0.17033  -0.0301   0.8712   0.0400  12.3047  55.9997
 -19.600  -0.4726   0.17559   0.16877  -0.0302   0.8713   0.0417  12.2985  56.1198
 -19.400  -0.4619   0.17373   0.16716  -0.0306   0.8714   0.0423  12.2921  56.1621
 -19.200  -0.4524   0.17180   0.16511  -0.0314   0.8716   0.0429  12.2851  56.2087
 -19.000  -0.4441   0.16973   0.16266  -0.0323   0.8718   0.0436  12.2776  56.2623
 -18.800  -0.4371   0.16742   0.15975  -0.0335   0.8719   0.0443  12.2697  56.3140
 -18.600  -0.4308   0.16493   0.15657  -0.0348   0.8721   0.0451  12.2614  56.3655
 -18.400  -0.4250   0.16227   0.15319  -0.0362   0.8723   0.0458  12.2529  56.4171
 -18.200  -0.4196   0.15953   0.14970  -0.0377   0.8725   0.0466  12.2440  56.4748
 -18.000  -0.4148   0.15668   0.14610  -0.0392   0.8727   0.0475  12.2348  56.5398
 -17.800  -0.4105   0.15370   0.14232  -0.0409   0.8729   0.0485  12.2253  56.6149
 -17.600  -0.4075   0.15050   0.13817  -0.0428   0.8731   0.0498  12.2156  56.7073
 -17.400  -0.4093   0.14653   0.13175  -0.0460   0.8733   0.0521  12.2062  56.8775
 -17.200  -0.4093   0.14310   0.12528  -0.0493   0.8735   0.0533  12.1965  56.9637
 -17.000  -0.4068   0.13967   0.12076  -0.0514   0.8738   0.0535  12.1861  56.9790
 -16.800  -0.4048   0.13603   0.11635  -0.0534   0.8740   0.0537  12.1755  56.9873
 -16.600  -0.4034   0.13221   0.11193  -0.0555   0.8742   0.0537  12.1647  56.9928
 -16.400  -0.4024   0.12815   0.10740  -0.0576   0.8745   0.0538  12.1538  56.9968
 -16.200  -0.4022   0.12382   0.10271  -0.0598   0.8747   0.0538  12.1429  56.9997
 -15.800  -0.4126   0.11340   0.09639  -0.0625   0.8752   0.0563  12.1196  57.1553
 -15.600  -0.4103   0.11008   0.09317  -0.0640   0.8755   0.0566  12.1075  57.1782
 -15.400  -0.4112   0.10602   0.08908  -0.0659   0.8758   0.0569  12.0955  57.1963
 -15.200  -0.7038   0.04760   0.02709  -0.0990   0.8761   0.0299  12.0802  55.1451
 -15.000  -0.7052   0.04526   0.02489  -0.1003   0.8764   0.0296  12.0661  55.1224
 -14.800  -0.7040   0.04321   0.02302  -0.1013   0.8767   0.0294  12.0520  55.1046
 -14.600  -0.7004   0.04135   0.02138  -0.1022   0.8770   0.0293  12.0379  55.0899
 -14.400  -0.6954   0.03961   0.01987  -0.1031   0.8773   0.0291  12.0239  55.0778
 -14.200  -0.6887   0.03795   0.01849  -0.1039   0.8776   0.0290  12.0101  55.0677
 -13.800  -0.6741   0.03486   0.01606  -0.1051   0.8785   0.0288  11.9687  55.0545
 -13.600  -0.6628   0.03326   0.01486  -0.1059   0.8790   0.0288  11.9435  55.0522
 -13.400  -0.6504   0.03168   0.01371  -0.1063   0.8796   0.0289  11.9175  55.0549
 -13.200  -0.6374   0.03013   0.01263  -0.1064   0.8801   0.0290  11.8904  55.0650
 -13.000  -0.6242   0.02867   0.01167  -0.1062   0.8805   0.0292  11.8719  55.0865
 -12.800  -0.6113   0.02735   0.01084  -0.1058   0.8803   0.0297  11.8790  55.1238
 -12.600  -0.5983   0.02620   0.01015  -0.1053   0.8801   0.0303  11.8925  55.1808
 -12.400  -0.5842   0.02521   0.00957  -0.1054   0.8799   0.0312  11.9023  55.2560
 -12.200  -0.5685   0.02437   0.00908  -0.1057   0.8797   0.0322  11.9105  55.3433
 -12.000  -0.5517   0.02366   0.00865  -0.1062   0.8795   0.0334  11.9208  55.4437
 -11.800  -0.5338   0.02300   0.00827  -0.1068   0.8796   0.0348  11.9127  55.5605
 -11.600  -0.5151   0.02239   0.00791  -0.1074   0.8801   0.0362  11.8927  55.6810
 -11.400  -0.4961   0.02182   0.00758  -0.1080   0.8804   0.0375  11.8743  55.7903
 -11.200  -0.4770   0.02132   0.00727  -0.1085   0.8805   0.0386  11.8727  55.8816
 -11.000  -0.4576   0.02088   0.00699  -0.1089   0.8802   0.0395  11.8862  55.9526
 -10.800  -0.4385   0.02043   0.00670  -0.1093   0.8797   0.0402  11.9111  56.0119
 -10.600  -0.4220   0.01952   0.00618  -0.1097   0.8791   0.0424  11.9375  56.1740
 -10.400  -0.4032   0.01892   0.00583  -0.1102   0.8787   0.0450  11.9605  56.3618
 -10.200  -0.3836   0.01848   0.00558  -0.1106   0.8782   0.0482  11.9831  56.5904
 -10.000  -0.3631   0.01811   0.00538  -0.1110   0.8781   0.0520  11.9909  56.8702
  -9.800  -0.3439   0.01745   0.00503  -0.1115   0.8779   0.0648  11.9984  57.6980
  -9.600  -0.3257   0.01656   0.00467  -0.1122   0.8776   0.1076  12.0140  60.0566
  -9.400  -0.3065   0.01589   0.00447  -0.1128   0.8770   0.1524  12.0380  62.0991
  -9.200  -0.2868   0.01536   0.00434  -0.1134   0.8764   0.1929  12.0655  63.7354
  -9.000  -0.2666   0.01495   0.00427  -0.1138   0.8758   0.2299  12.0926  65.1258
  -8.800  -0.2464   0.01459   0.00424  -0.1141   0.8751   0.2670  12.1252  66.4362
  -8.600  -0.2262   0.01431   0.00425  -0.1144   0.8741   0.3028  12.1707  67.6495
  -8.400  -0.2058   0.01410   0.00430  -0.1145   0.8729   0.3362  12.2269  68.7467
  -8.200  -0.1853   0.01396   0.00441  -0.1145   0.8718   0.3672  12.2755  69.7423
  -8.000  -0.1647   0.01390   0.00457  -0.1145   0.8709   0.3975  12.3161  70.6968
  -7.800  -0.1438   0.01390   0.00476  -0.1145   0.8699   0.4218  12.3623  71.4546
  -7.600  -0.1223   0.01395   0.00488  -0.1145   0.8688   0.4404  12.4144  72.0286
  -7.400  -0.1013   0.01403   0.00515  -0.1143   0.8675   0.4587  12.4726  72.5921
  -7.200  -0.0793   0.01413   0.00532  -0.1142   0.8661   0.4755  12.5367  73.1109
